,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
8833,Potato,2004,Whole Year ,Andhra Pradesh,4037.0,27527,781.8,437368.58,847.77,7.64
8834,Ragi,2004,Kharif     ,Andhra Pradesh,61063.0,50000,781.8,6615565.42,12823.23,1.439285714
8835,Ragi,2004,Rabi       ,Andhra Pradesh,7924.0,14276,781.8,858486.16,1664.04,1.823076923
8836,Rapeseed &Mustard,2004,Rabi       ,Andhra Pradesh,3623.0,904,781.8,392515.82,760.83,0.201666667
8839,Safflower,2004,Rabi       ,Andhra Pradesh,19007.0,8288,781.8,2059218.38,3991.47,0.353636364
8840,Sesamum,2004,Kharif     ,Andhra Pradesh,169457.0,23861,781.8,18358971.38,35585.97,0.1885
8841,Sesamum,2004,Rabi       ,Andhra Pradesh,39827.0,13803,781.8,4314857.18,8363.67,0.3595
8842,Small millets,2004,Kharif     ,Andhra Pradesh,47209.0,23108,781.8,5114623.06,9913.89,0.503636364
8843,Small millets,2004,Rabi       ,Andhra Pradesh,515.0,257,781.8,55795.1,108.15,0.502
8844,Soyabean,2004,Kharif     ,Andhra Pradesh,77158.0,50000,781.8,8359297.72,16203.18,1.235555556
8846,Sunflower,2004,Kharif     ,Andhra Pradesh,476116.0,50000,781.8,51582407.44,99984.36,0.714545455
8847,Sunflower,2004,Rabi       ,Andhra Pradesh,332752.0,50000,781.8,36050351.68,69877.92,0.726818182
8848,Sweet potato,2004,Whole Year ,Andhra Pradesh,1193.0,7829,781.8,129249.62,250.53,6.883157895
8849,Tapioca,2004,Whole Year ,Andhra Pradesh,20137.0,50000,781.8,2181642.58,4228.77,6.748
8851,Urad,2004,Kharif     ,Andhra Pradesh,76464.0,35130,781.8,8284109.76,16057.44,0.473636364
8852,Urad,2004,Rabi       ,Andhra Pradesh,351048.0,50000,781.8,38032540.32,73720.08,0.608947368
8853,Wheat,2004,Rabi       ,Andhra Pradesh,9174.0,4605,781.8,993911.16,1926.54,0.387272727
8854,Arhar/Tur,2004,Kharif     ,Assam,6733.0,4751,2536.9,729453.22,1413.93,0.710434783
8855,Castor seed,2004,Kharif     ,Assam,1349.0,572,2536.9,146150.66,283.29,0.428095238
8856,Cotton(lint),2004,Kharif     ,Assam,1389.0,663,2536.9,150484.26,291.69,0.482608696
8857,Dry chillies,2004,Whole Year ,Assam,14283.0,9155,2536.9,1547420.22,2999.43,0.631304348
8858,Gram,2004,Rabi       ,Assam,2141.0,1084,2536.9,231955.94,449.61,0.470434783
8860,Linseed,2004,Rabi       ,Assam,9262.0,4842,2536.9,1003445.08,1945.02,0.519545455
8861,Masoor,2004,Rabi       ,Assam,20386.0,11041,2536.9,2208619.24,4281.06,0.505714286
8862,Mesta,2004,Kharif     ,Assam,5095.0,25454,2536.9,551992.3,1069.95,4.660952381
8863,Moong(Green Gram),2004,Rabi       ,Assam,7293.0,3429,2536.9,790123.62,1531.53,0.449565217
8864,Niger seed,2004,Kharif     ,Assam,8730.0,4487,2536.9,945808.2,1833.3,0.532777778
8865,Onion,2004,Whole Year ,Assam,7122.0,16786,2536.9,771597.48,1495.62,2.396956522
8866,Other  Rabi pulses,2004,Rabi       ,Assam,78945.0,45468,2536.9,8552901.3,16578.45,0.560714286
8867,Peas & beans (Pulses),2004,Rabi       ,Assam,22238.0,13339,2536.9,2409264.92,4669.98,0.596521739
8869,Rapeseed &Mustard,2004,Rabi       ,Assam,244948.0,50000,2536.9,26537666.32,51439.08,0.514782609
8870,Rice,2004,Autumn     ,Assam,436244.0,50000,2536.9,47262674.96,91611.24,0.802173913
8873,Sesamum,2004,Kharif     ,Assam,13159.0,7498,2536.9,1425646.06,2763.39,0.503043478
8874,Small millets,2004,Kharif     ,Assam,7982.0,4145,2536.9,864769.88,1676.22,0.519565217
8876,Sweet potato,2004,Whole Year ,Assam,8026.0,28030,2536.9,869536.84,1685.46,3.406956522
8877,Tobacco,2004,Whole Year ,Assam,678.0,365,2536.9,73454.52,142.38,0.580869565
8878,Turmeric,2004,Whole Year ,Assam,11697.0,8401,2536.9,1267252.98,2456.37,0.722173913
8879,Urad,2004,Rabi       ,Assam,36367.0,20914,2536.9,3940000.78,7637.07,0.56173913
8880,Wheat,2004,Rabi       ,Assam,63854.0,50000,2536.9,6917942.36,13409.34,1.056956522
8881,Arhar/Tur,2004,Kharif     ,Bihar,35839.0,44223,1147.8,3882797.26,7526.19,1.226052632
8882,Bajra,2004,Kharif     ,Bihar,1200.0,1297,1147.8,130008.0,252.0,1.064
8883,Banana,2004,Whole Year ,Bihar,14784.0,50000,1147.8,1601698.56,3104.64,14.46545455
8884,Barley,2004,Rabi       ,Bihar,17346.0,18284,1147.8,1879265.64,3642.66,1.092222222
8885,Castor seed,2004,Kharif     ,Bihar,173.0,163,1147.8,18742.82,36.33,0.962222222
8886,Coriander,2004,Whole Year ,Bihar,2078.0,1362,1147.8,225130.52,436.38,0.644375
8887,Dry chillies,2004,Whole Year ,Bihar,3126.0,2245,1147.8,338670.84,656.46,0.71875
8888,Garlic,2004,Whole Year ,Bihar,2479.0,3735,1147.8,268574.86,520.59,1.527741935
8889,Ginger,2004,Kharif     ,Bihar,365.0,555,1147.8,39544.1,76.65,1.450833333
8890,Ginger,2004,Whole Year ,Bihar,394.0,596,1147.8,42685.96,82.74,1.486153846
8891,Gram,2004,Rabi       ,Bihar,72112.0,50000,1147.8,7812614.08,15143.52,0.81
8892,Groundnut,2004,Kharif     ,Bihar,539.0,266,1147.8,58395.26,113.19,0.496666667
8893,Horse-gram,2004,Kharif     ,Bihar,15011.0,12130,1147.8,1626291.74,3152.31,0.7795
8894,Jowar,2004,Kharif     ,Bihar,3755.0,3807,1147.8,406816.7,788.55,1.030833333
8896,Khesari,2004,Rabi       ,Bihar,118220.0,50000,1147.8,12807954.8,24826.2,0.571842105
8897,Linseed,2004,Rabi       ,Bihar,27560.0,23233,1147.8,2985850.4,5787.6,0.848421053
8901,Masoor,2004,Rabi       ,Bihar,178768.0,50000,1147.8,19367725.12,37541.28,0.631052632
8902,Mesta,2004,Kharif     ,Bihar,15549.0,50000,1147.8,1684578.66,3265.29,7.949090909
8903,Moong(Green Gram),2004,Kharif     ,Bihar,7323.0,3617,1147.8,793373.82,1537.83,0.470555556
8904,Moong(Green Gram),2004,Summer     ,Bihar,175402.0,50000,1147.8,19003052.68,36834.42,0.501428571
8905,Onion,2004,Whole Year ,Bihar,14115.0,50000,1147.8,1529219.1,2964.15,7.463684211
8906,Other  Rabi pulses,2004,Rabi       ,Bihar,2492.0,1886,1147.8,269983.28,523.32,0.819090909
8907,Other Kharif pulses,2004,Kharif     ,Bihar,6116.0,3365,1147.8,662607.44,1284.36,0.509583333
8908,Peas & beans (Pulses),2004,Rabi       ,Bihar,22824.0,20085,1147.8,2472752.16,4793.04,0.891388889
8910,Ragi,2004,Kharif     ,Bihar,15570.0,10512,1147.8,1686853.8,3269.7,0.655357143
8911,Rapeseed &Mustard,2004,Rabi       ,Bihar,83112.0,50000,1147.8,9004354.08,17453.52,0.866578947
8913,Rice,2004,Summer     ,Bihar,116220.0,50000,1147.8,12591274.8,24406.2,1.437407407
8915,Safflower,2004,Rabi       ,Bihar,215.0,173,1147.8,23293.1,45.15,0.834285714
8916,Sannhamp,2004,Whole Year ,Bihar,4388.0,3532,1147.8,475395.92,921.48,0.832962963
8917,Sesamum,2004,Kharif     ,Bihar,3516.0,2717,1147.8,380923.44,738.36,0.763928571
8918,Small millets,2004,Kharif     ,Bihar,6310.0,4892,1147.8,683625.4,1325.1,0.788666667
8920,Sunflower,2004,Kharif     ,Bihar,16555.0,23429,1147.8,1793568.7,3476.55,1.368928571
8921,Sweet potato,2004,Whole Year ,Bihar,4279.0,50000,1147.8,463586.86,898.59,13.32516129
8922,Tobacco,2004,Whole Year ,Bihar,16071.0,18659,1147.8,1741132.14,3374.91,1.137647059
8923,Turmeric,2004,Whole Year ,Bihar,2823.0,2788,1147.8,305843.82,592.83,0.992608696
8924,Urad,2004,Kharif     ,Bihar,23960.0,17871,1147.8,2595826.4,5031.6,0.742285714
8926,Arhar/Tur,2004,Kharif     ,Chhattisgarh,52499.0,26879,1122.8,5687741.66,11024.79,0.490625
8927,Bajra,2004,Kharif     ,Chhattisgarh,49.0,17,1122.8,5308.66,10.29,0.422
8928,Bajra,2004,Whole Year ,Chhattisgarh,244.0,9682,1122.8,26434.96,51.24,37.77538462
8929,Barley,2004,Rabi       ,Chhattisgarh,3959.0,3539,1122.8,428918.06,831.39,0.815
8930,Castor seed,2004,Kharif     ,Chhattisgarh,137.0,50,1122.8,14842.58,28.77,0.34625
8931,Coriander,2004,Whole Year ,Chhattisgarh,4087.0,1011,1122.8,442785.58,858.27,0.2475
8932,Cotton(lint),2004,Kharif     ,Chhattisgarh,468.0,763,1122.8,50703.12,98.28,1.7775
8933,Dry chillies,2004,Whole Year ,Chhattisgarh,6511.0,3601,1122.8,705401.74,1367.31,0.53375
8934,Garlic,2004,Whole Year ,Chhattisgarh,860.0,2309,1122.8,93172.4,180.6,2.91
8935,Ginger,2004,Whole Year ,Chhattisgarh,1330.0,1318,1122.8,144092.2,279.3,1.12375
8936,Gram,2004,Rabi       ,Chhattisgarh,233322.0,50000,1122.8,25278105.48,48997.62,0.533125
8937,Groundnut,2004,Kharif     ,Chhattisgarh,34086.0,38108,1122.8,3692877.24,7158.06,1.20125
8938,Horse-gram,2004,Kharif     ,Chhattisgarh,55371.0,16431,1122.8,5998894.14,11627.91,0.291875
8939,Jowar,2004,Kharif     ,Chhattisgarh,8388.0,4902,1122.8,908755.92,1761.48,0.666875
8940,Khesari,2004,Rabi       ,Chhattisgarh,449423.0,50000,1122.8,48690487.82,94378.83,0.433333333
8941,Linseed,2004,Rabi       ,Chhattisgarh,71171.0,16298,1122.8,7710666.14,14945.91,0.242
8942,Maize,2004,Kharif     ,Chhattisgarh,97851.0,50000,1122.8,10601177.34,20548.71,1.343125
8943,Masoor,2004,Rabi       ,Chhattisgarh,18880.0,4878,1122.8,2045459.2,3964.8,0.281333333
8944,Mesta,2004,Kharif     ,Chhattisgarh,1360.0,2456,1122.8,147342.4,285.6,1.852666667
8945,Moong(Green Gram),2004,Kharif     ,Chhattisgarh,9939.0,2554,1122.8,1076791.26,2087.19,0.253125
8946,Moong(Green Gram),2004,Rabi       ,Chhattisgarh,6428.0,1334,1122.8,696409.52,1349.88,0.201333333
8947,Niger seed,2004,Kharif     ,Chhattisgarh,73104.0,12121,1122.8,7920087.36,15351.84,0.161538462
8948,Onion,2004,Whole Year ,Chhattisgarh,4472.0,27002,1122.8,484496.48,939.12,6.1025
8949,Other  Rabi pulses,2004,Rabi       ,Chhattisgarh,1393.0,331,1122.8,150917.62,292.53,0.9
8950,Other Kharif pulses,2004,Kharif     ,Chhattisgarh,7220.0,1773,1122.8,782214.8,1516.2,0.278125
8951,Peas & beans (Pulses),2004,Rabi       ,Chhattisgarh,16359.0,5316,1122.8,1772334.06,3435.39,0.28625
8952,Potato,2004,Whole Year ,Chhattisgarh,10638.0,50000,1122.8,1152520.92,2233.98,5.89625
8953,Ragi,2004,Kharif     ,Chhattisgarh,10108.0,2665,1122.8,1095100.72,2122.68,0.238181818
8954,Rapeseed &Mustard,2004,Rabi       ,Chhattisgarh,54501.0,20601,1122.8,5904638.34,11445.21,0.363125
8956,Safflower,2004,Rabi       ,Chhattisgarh,964.0,206,1122.8,104439.76,202.44,0.223333333
8957,Sannhamp,2004,Whole Year ,Chhattisgarh,1673.0,528,1122.8,181252.82,351.33,0.303125
8958,Sesamum,2004,Kharif     ,Chhattisgarh,24281.0,7309,1122.8,2630603.54,5099.01,0.308125
8959,Small millets,2004,Kharif     ,Chhattisgarh,217787.0,50000,1122.8,23595043.58,45735.27,0.278125
8960,Soyabean,2004,Kharif     ,Chhattisgarh,32336.0,30978,1122.8,3503282.24,6790.56,1.013571429
8961,Sugarcane,2004,Whole Year ,Chhattisgarh,6770.0,16450,1122.8,733461.8,1421.7,2.764
8962,Sunflower,2004,Kharif     ,Chhattisgarh,5607.0,1985,1122.8,607462.38,1177.47,0.404666667
8963,Sweet potato,2004,Whole Year ,Chhattisgarh,2707.0,14673,1122.8,293276.38,568.47,5.37875
8964,Tobacco,2004,Whole Year ,Chhattisgarh,33.0,17,1122.8,3575.22,6.93,0.68
8965,Turmeric,2004,Whole Year ,Chhattisgarh,738.0,642,1122.8,79954.92,154.98,1.040625
8966,Urad,2004,Kharif     ,Chhattisgarh,113848.0,31462,1122.8,12334292.32,23908.08,0.29125
8967,Urad,2004,Rabi       ,Chhattisgarh,5667.0,1166,1122.8,613962.78,1190.07,0.232307692
8968,Wheat,2004,Rabi       ,Chhattisgarh,99245.0,50000,1122.8,10752203.3,20841.45,0.963125
8969,Arhar/Tur,2004,Kharif     ,Delhi,119.0,170,651.9,12892.46,24.99,1.43
8970,Bajra,2004,Kharif     ,Delhi,1708.0,3117,651.9,185044.72,358.68,1.82
8971,Barley,2004,Kharif     ,Delhi,71.0,191,651.9,7692.14,14.91,2.69
8972,Gram,2004,Rabi       ,Delhi,57.0,75,651.9,6175.38,11.97,1.32
8973,Jowar,2004,Kharif     ,Delhi,9208.0,6350,651.9,997594.72,1933.68,0.69
8974,Maize,2004,Kharif     ,Delhi,82.0,125,651.9,8883.88,17.22,1.52
8975,Other Kharif pulses,2004,Kharif     ,Delhi,150.0,215,651.9,16251.0,31.5,1.43
8976,Rice,2004,Kharif     ,Delhi,8431.0,28216,651.9,913414.54,1770.51,3.35
8977,Sugarcane,2004,Whole Year ,Delhi,4.0,301,651.9,433.36,0.84,75.25
8978,Wheat,2004,Rabi       ,Delhi,18695.0,50000,651.9,2025416.3,3925.95,4.32
8979,Arhar/Tur,2004,Kharif     ,Gujarat,254400.0,50000,719.8,27561696.0,53424.0,0.955
8981,Bajra,2004,Summer     ,Gujarat,145000.0,50000,719.8,15709300.0,30450.0,1.923181818
8985,Dry chillies,2004,Whole Year ,Gujarat,6400.0,5700,719.8,693376.0,1344.0,0.81
8986,Garlic,2004,Whole Year ,Gujarat,25900.0,50000,719.8,2806006.0,5439.0,4.966428571
8987,Gram,2004,Rabi       ,Gujarat,122700.0,50000,719.8,13293318.0,25767.0,0.7275
8989,Groundnut,2004,Summer     ,Gujarat,60500.0,50000,719.8,6554570.0,12705.0,1.583181818
8990,Guar seed,2004,Whole Year ,Gujarat,214400.0,50000,719.8,23228096.0,45024.0,0.803636364
8991,Jowar,2004,Kharif     ,Gujarat,67300.0,50000,719.8,7291282.0,14133.0,1.135
8992,Jowar,2004,Rabi       ,Gujarat,54500.0,42900,719.8,5904530.0,11445.0,0.840833333
8994,Moong(Green Gram),2004,Kharif     ,Gujarat,173100.0,50000,719.8,18753654.0,36351.0,0.44875
8995,Moth,2004,Kharif     ,Gujarat,41000.0,14700,719.8,4441940.0,8610.0,0.413571429
8997,Other  Rabi pulses,2004,Rabi       ,Gujarat,3700.0,1500,719.8,400858.0,777.0,0.22875
8998,Other Cereals,2004,Kharif     ,Gujarat,12300.0,4000,719.8,1332582.0,2583.0,0.51
8999,Other Cereals,2004,Rabi       ,Gujarat,10900.0,3900,719.8,1180906.0,2289.0,0.153333333
9000,Other Kharif pulses,2004,Kharif     ,Gujarat,18900.0,10000,719.8,2047626.0,3969.0,0.564210526
9002,Ragi,2004,Kharif     ,Gujarat,24300.0,25800,719.8,2632662.0,5103.0,1.0275
9005,Rice,2004,Summer     ,Gujarat,13800.0,39200,719.8,1495092.0,2898.0,2.68625
9006,Sesamum,2004,Kharif     ,Gujarat,371900.0,50000,719.8,40291646.0,78099.0,0.324090909
9007,Small millets,2004,Kharif     ,Gujarat,12300.0,4000,719.8,1332582.0,2583.0,0.51
9008,Small millets,2004,Rabi       ,Gujarat,10400.0,3900,719.8,1126736.0,2184.0,0.345
9010,Tobacco,2004,Whole Year ,Gujarat,71300.0,50000,719.8,7724642.0,14973.0,1.625714286
9011,Urad,2004,Kharif     ,Gujarat,96000.0,48600,719.8,10400640.0,20160.0,0.5316
9013,Arhar/Tur,2004,Kharif     ,Haryana,28860.0,30100,484.6,3126692.4,6060.6,0.841111111
9015,Barley,2004,Rabi       ,Haryana,22432.0,50000,484.6,2430282.88,4710.72,1.595
9017,Dry chillies,2004,Whole Year ,Haryana,1280.0,9600,484.6,138675.2,268.8,6.323333333
9018,Garlic,2004,Whole Year ,Haryana,357.0,2900,484.6,38677.38,74.97,6.101428571
9019,Gram,2004,Rabi       ,Haryana,107920.0,50000,484.6,11692052.8,22663.2,0.721052632
9020,Groundnut,2004,Kharif     ,Haryana,2071.0,1500,484.6,224372.14,434.91,0.58
9021,Horse-gram,2004,Kharif     ,Haryana,515.0,100,484.6,55795.1,108.15,0.103333333
9022,Jowar,2004,Kharif     ,Haryana,96718.0,26000,484.6,10478428.12,20310.78,0.135
9023,Maize,2004,Kharif     ,Haryana,15768.0,39000,484.6,1708305.12,3311.28,0.746875
9024,Masoor,2004,Rabi       ,Haryana,5911.0,4700,484.6,640397.74,1241.31,0.778
9025,Moong(Green Gram),2004,Kharif     ,Haryana,16039.0,6100,484.6,1737665.26,3368.19,0.148823529
9026,Moth,2004,Kharif     ,Haryana,10719.0,1400,484.6,1161296.46,2250.99,0.128333333
9027,Onion,2004,Whole Year ,Haryana,2823.0,50000,484.6,305843.82,592.83,20.795
9028,Peas & beans (Pulses),2004,Rabi       ,Haryana,716.0,800,484.6,77571.44,150.36,0.614545455
9029,Potato,2004,Whole Year ,Haryana,10832.0,50000,484.6,1173538.88,2274.72,23.1075
9032,Sannhamp,2004,Whole Year ,Haryana,465.0,100,484.6,50378.1,97.65,0.08125
9033,Sesamum,2004,Kharif     ,Haryana,3686.0,1200,484.6,399341.24,774.06,0.162222222
9035,Sunflower,2004,Rabi       ,Haryana,5334.0,9200,484.6,577885.56,1120.14,2.694285714
9036,Sweet potato,2004,Whole Year ,Haryana,75.0,1500,484.6,8125.5,15.75,18.602
9037,Urad,2004,Kharif     ,Haryana,2155.0,700,484.6,233472.7,452.55,0.145384615
9039,Arhar/Tur,2004,Kharif     ,Madhya Pradesh,314422.0,50000,895.7,34064479.48,66028.62,0.692291667
9040,Bajra,2004,Kharif     ,Madhya Pradesh,184058.0,50000,895.7,19940843.72,38652.18,0.938125
9041,Barley,2004,Rabi       ,Madhya Pradesh,82522.0,50000,895.7,8940433.48,17329.62,1.428421053
9042,Castor seed,2004,Kharif     ,Madhya Pradesh,1773.0,671,895.7,192086.82,372.33,0.3545
9043,Coriander,2004,Whole Year ,Madhya Pradesh,136352.0,50000,895.7,14772375.68,28633.92,0.339782609
9045,Garlic,2004,Whole Year ,Madhya Pradesh,42254.0,50000,895.7,4577798.36,8873.34,3.053125
9046,Ginger,2004,Kharif     ,Madhya Pradesh,5216.0,5918,895.7,565101.44,1095.36,1.092564103
9048,Groundnut,2004,Kharif     ,Madhya Pradesh,211696.0,50000,895.7,22935144.64,44456.16,1.151276596
9049,Horse-gram,2004,Kharif     ,Madhya Pradesh,29682.0,7675,895.7,3215747.88,6233.22,0.278235294
9050,Horse-gram,2004,Rabi       ,Madhya Pradesh,160.0,45,895.7,17334.4,33.6,0.305
9052,Jowar,2004,Rabi       ,Madhya Pradesh,4115.0,3955,895.7,445819.1,864.15,1.205
9053,Linseed,2004,Rabi       ,Madhya Pradesh,129121.0,50000,895.7,13988969.14,27115.41,0.567446809
9055,Masoor,2004,Rabi       ,Madhya Pradesh,528897.0,50000,895.7,57300700.98,111068.37,0.47
9056,Niger seed,2004,Kharif     ,Madhya Pradesh,97833.0,23236,895.7,10599227.22,20544.93,0.227307692
9059,Ragi,2004,Kharif     ,Madhya Pradesh,403.0,112,895.7,43661.02,84.63,0.302
9062,Safflower,2004,Rabi       ,Madhya Pradesh,1205.0,328,895.7,130549.7,253.05,0.265882353
9063,Sesamum,2004,Kharif     ,Madhya Pradesh,160464.0,50000,895.7,17384669.76,33697.44,0.466666667
9064,Small millets,2004,Kharif     ,Madhya Pradesh,371536.0,50000,895.7,40252210.24,78022.56,0.256052632
9067,Sunflower,2004,Kharif     ,Madhya Pradesh,1897.0,943,895.7,205520.98,398.37,0.316086957
9068,Sweet potato,2004,Whole Year ,Madhya Pradesh,4172.0,24117,895.7,451994.48,876.12,5.938913043
9069,Turmeric,2004,Whole Year ,Madhya Pradesh,662.0,633,895.7,71721.08,139.02,1.0128125
9070,Urad,2004,Kharif     ,Madhya Pradesh,547073.0,50000,895.7,59269888.82,114885.33,0.346041667
9071,Urad,2004,Rabi       ,Madhya Pradesh,5292.0,2178,895.7,573335.28,1111.32,0.28
9075,Castor seed,2004,Kharif     ,Maharashtra,12300.0,3500,1052.0,1332582.0,2583.0,0.253181818
9079,Groundnut,2004,Summer     ,Maharashtra,69400.0,50000,1052.0,7518796.0,14574.0,1.313870968
9082,Linseed,2004,Rabi       ,Maharashtra,50300.0,11200,1052.0,5449502.0,10563.0,0.294210526
9084,Maize,2004,Rabi       ,Maharashtra,65000.0,50000,1052.0,7042100.0,13650.0,1.723478261
9085,Maize,2004,Summer     ,Maharashtra,13400.0,20400,1052.0,1451756.0,2814.0,1.462777778
9086,Moong(Green Gram),2004,Kharif     ,Maharashtra,656000.0,50000,1052.0,71071040.0,137760.0,0.509090909
9087,Niger seed,2004,Kharif     ,Maharashtra,54200.0,16700,1052.0,5872028.0,11382.0,0.3395
9088,Other  Rabi pulses,2004,Rabi       ,Maharashtra,91200.0,28200,1052.0,9880608.0,19152.0,0.364
9089,Other Cereals,2004,Kharif     ,Maharashtra,75000.0,41700,1052.0,8125500.0,15750.0,0.474137931
9090,Other Cereals,2004,Rabi       ,Maharashtra,9300.0,3100,1052.0,1007562.0,1953.0,0.369375
9091,Other Kharif pulses,2004,Kharif     ,Maharashtra,203800.0,50000,1052.0,22079692.0,42798.0,0.3125
9092,Ragi,2004,Kharif     ,Maharashtra,144600.0,50000,1052.0,15665964.0,30366.0,1.013333333
9093,Rapeseed &Mustard,2004,Rabi       ,Maharashtra,8600.0,2500,1052.0,931724.0,1806.0,0.332592593
9095,Rice,2004,Summer     ,Maharashtra,20500.0,49000,1052.0,2220970.0,4305.0,2.463
9096,Safflower,2004,Rabi       ,Maharashtra,251900.0,50000,1052.0,27290846.0,52899.0,0.5225
9097,Sesamum,2004,Kharif     ,Maharashtra,105200.0,24600,1052.0,11397368.0,22092.0,0.2746875
9098,Sesamum,2004,Rabi       ,Maharashtra,3800.0,900,1052.0,411692.0,798.0,0.224
9099,Small millets,2004,Kharif     ,Maharashtra,75000.0,41700,1052.0,8125500.0,15750.0,0.474137931
9100,Small millets,2004,Rabi       ,Maharashtra,9300.0,3100,1052.0,1007562.0,1953.0,0.369375
9103,Sunflower,2004,Kharif     ,Maharashtra,113100.0,50000,1052.0,12253254.0,23751.0,0.51
9104,Sunflower,2004,Rabi       ,Maharashtra,200700.0,50000,1052.0,21743838.0,42147.0,0.557916667
9105,Sunflower,2004,Summer     ,Maharashtra,6900.0,5200,1052.0,747546.0,1449.0,0.87
9106,Urad,2004,Kharif     ,Maharashtra,530500.0,50000,1052.0,57474370.0,111405.0,0.522121212
9108,Arhar/Tur,2004,Kharif     ,Nagaland,6400.0,6000,1711.5,693376.0,1344.0,0.94125
9109,Bajra,2004,Kharif     ,Nagaland,2680.0,4000,1711.5,290351.2,562.8,1.50875
9110,Barley,2004,Rabi       ,Nagaland,4400.0,7000,1711.5,476696.0,924.0,1.58125
9111,Cotton(lint),2004,Kharif     ,Nagaland,1500.0,150,1711.5,162510.0,315.0,0.096666667
9112,Gram,2004,Rabi       ,Nagaland,1360.0,1000,1711.5,147342.4,285.6,0.788571429
9113,Groundnut,2004,Kharif     ,Nagaland,5540.0,6980,1711.5,600203.6,1163.4,1.26375
9114,Jowar,2004,Kharif     ,Nagaland,2500.0,4000,1711.5,270850.0,525.0,1.5975
9115,Jute,2004,Kharif     ,Nagaland,2000.0,12100,1711.5,216680.0,420.0,8.34
9116,Linseed,2004,Rabi       ,Nagaland,7300.0,5640,1711.5,790882.0,1533.0,0.64
9117,Maize,2004,Kharif     ,Nagaland,45400.0,50000,1711.5,4918636.0,9534.0,1.80125
9118,Maize,2004,Rabi       ,Nagaland,1000.0,1800,1711.5,108340.0,210.0,1.905
9119,Masoor,2004,Rabi       ,Nagaland,2530.0,1100,1711.5,274100.2,531.3,0.43875
9120,Moong(Green Gram),2004,Kharif     ,Nagaland,1300.0,840,1711.5,140842.0,273.0,0.621428571
9121,Niger seed,2004,Kharif     ,Nagaland,800.0,880,1711.5,86672.0,168.0,1.11
9122,Other  Rabi pulses,2004,Rabi       ,Nagaland,4300.0,3650,1711.5,465862.0,903.0,0.8625
9123,Other Kharif pulses,2004,Kharif     ,Nagaland,6630.0,5400,1711.5,718294.2,1392.3,0.945
9124,Peas & beans (Pulses),2004,Kharif     ,Nagaland,1270.0,1000,1711.5,137591.8,266.7,0.7775
9125,Peas & beans (Pulses),2004,Rabi       ,Nagaland,7070.0,5440,1711.5,765963.8,1484.7,0.74625
9126,Potato,2004,Whole Year ,Nagaland,13750.0,50000,1711.5,1489675.0,2887.5,6.58125
9127,Rapeseed &Mustard,2004,Rabi       ,Nagaland,26330.0,20490,1711.5,2852592.2,5529.3,0.755
9128,Rice,2004,Kharif     ,Nagaland,153000.0,50000,1711.5,16576020.0,32130.0,1.65625
9129,Rice,2004,Rabi       ,Nagaland,1000.0,2000,1711.5,108340.0,210.0,1.99
9130,Sesamum,2004,Kharif     ,Nagaland,500.0,250,1711.5,54170.0,105.0,0.4325
9131,Small millets,2004,Kharif     ,Nagaland,7000.0,7000,1711.5,758380.0,1470.0,0.9975
9132,Soyabean,2004,Kharif     ,Nagaland,30000.0,48000,1711.5,3250200.0,6300.0,1.64875
9133,Sugarcane,2004,Rabi       ,Nagaland,210.0,3350,1711.5,22751.4,44.1,15.95
9134,Sugarcane,2004,Whole Year ,Nagaland,2770.0,50000,1711.5,300101.8,581.7,33.995
9135,Sunflower,2004,Kharif     ,Nagaland,450.0,330,1711.5,48753.0,94.5,0.77
9136,Sunflower,2004,Rabi       ,Nagaland,150.0,240,1711.5,16251.0,31.5,1.4
9137,Wheat,2004,Rabi       ,Nagaland,8200.0,13000,1711.5,888388.0,1722.0,1.49125
9138,Arhar/Tur,2004,Kharif     ,Punjab,8900.0,7700,366.4,964226.0,1869.0,0.928666667
9139,Bajra,2004,Kharif     ,Punjab,7000.0,7000,366.4,758380.0,1470.0,1.0
9140,Barley,2004,Rabi       ,Punjab,22000.0,50000,366.4,2383480.0,4620.0,3.32
9142,Gram,2004,Rabi       ,Punjab,5100.0,4400,366.4,552534.0,1071.0,0.845
9143,Groundnut,2004,Kharif     ,Punjab,4300.0,3600,366.4,465862.0,903.0,0.82
9144,Guar seed,2004,Whole Year ,Punjab,27100.0,19400,366.4,2936014.0,5691.0,0.8
9146,Masoor,2004,Rabi       ,Punjab,3300.0,1600,366.4,357522.0,693.0,0.504285714
9147,Moong(Green Gram),2004,Kharif     ,Punjab,15000.0,12000,366.4,1625100.0,3150.0,0.811666667
9148,Moth,2004,Kharif     ,Punjab,300.0,200,366.4,32502.0,63.0,0.666666667
9149,Rapeseed &Mustard,2004,Rabi       ,Punjab,60000.0,50000,366.4,6500400.0,12600.0,1.081176471
